Reciprocal In Out
0.0 1.0 0.0
8.0 13.0 40.0
3.0 14.0 4.0
19.0 5.0 0.0
1.0 0.0 0.0
3.0 15.0 0.0
1.0 2.0 0.0
4.0 3.0 4.0
0.0 1.0 0.0
1.0 3.0 0.0
1.0 1.0 1.0
1.0 1.0 0.0
1.0 7.0 0.0
10.0 23.0 8.0
1.0 1.0 0.0
42.0 60.0 134.0
6.0 1.0 0.0
9.0 10.0 11.0
20.0 16.0 1.0
1.0 1.0 0.0
9.0 34.0 2.0
0.0 0.0 0.0
71.0 81.0 112.0
1.0 6.0 0.0
1.0 5.0 0.0
20.0 62.0 101.0
10.0 30.0 3.0
6.0 10.0 26.0
1.0 2.0 0.0
71.0 70.0 311.0
6.0 18.0 13.0
10.0 58.0 1.0
0.0 1.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 0.0 0.0
8.0 11.0 5.0
7.0 29.0 5.0
14.0 12.0 2.0
8.0 14.0 7.0
2.0 1.0 0.0
6.0 9.0 1.0
42.0 36.0 257.0
7.0 5.0 0.0
8.0 31.0 2.0
0.0 1.0 0.0
7.0 24.0 1.0
1.0 1.0 0.0
32.0 40.0 26.0
0.0 1.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 2.0 0.0
1.0 5.0 0.0
4.0 10.0 0.0
1.0 11.0 0.0
4.0 2.0 0.0
1.0 4.0 0.0
1.0 3.0 0.0
25.0 25.0 2.0
1.0 1.0 0.0
5.0 13.0 100.0
0.0 1.0 0.0
7.0 5.0 1.0
53.0 39.0 220.0
0.0 1.0 0.0
0.0 1.0 0.0
1.0 4.0 0.0
1.0 1.0 0.0
2.0 5.0 1.0
1.0 1.0 0.0
1.0 1.0 0.0
2.0 15.0 16.0
1.0 8.0 1.0
1.0 7.0 1.0
3.0 9.0 0.0
1.0 1.0 0.0
1.0 1.0 1.0
15.0 21.0 0.0
1.0 2.0 0.0
27.0 26.0 16.0
8.0 18.0 99.0
1.0 3.0 0.0
2.0 2.0 0.0
5.0 19.0 1.0
0.0 1.0 0.0
3.0 3.0 0.0
0.0 1.0 0.0
1.0 8.0 0.0
1.0 1.0 0.0
3.0 3.0 0.0
45.0 27.0 2.0
1.0 4.0 0.0
1.0 1.0 4.0
0.0 0.0 0.0
2.0 14.0 1.0
6.0 6.0 2.0
4.0 2.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 0.0 0.0
1.0 10.0 0.0
24.0 11.0 1.0
1.0 4.0 0.0
1.0 4.0 0.0
2.0 4.0 0.0
14.0 12.0 30.0
13.0 13.0 54.0
21.0 11.0 0.0
1.0 3.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
21.0 23.0 67.0
1.0 4.0 0.0
0.0 4.0 0.0
3.0 10.0 1.0
0.0 0.0 0.0
0.0 1.0 0.0
1.0 7.0 0.0
29.0 21.0 89.0
2.0 18.0 1.0
0.0 1.0 0.0
15.0 32.0 1.0
10.0 30.0 51.0
0.0 5.0 0.0
0.0 1.0 0.0
1.0 4.0 0.0
4.0 5.0 0.0
1.0 3.0 0.0
1.0 2.0 0.0
38.0 16.0 3.0
1.0 7.0 1.0
8.0 11.0 5.0
4.0 3.0 0.0
18.0 26.0 35.0
1.0 3.0 0.0
21.0 30.0 8.0
1.0 1.0 0.0
1.0 6.0 1.0
0.0 0.0 0.0
1.0 4.0 1.0
23.0 20.0 44.0
1.0 1.0 0.0
1.0 8.0 1.0
31.0 22.0 52.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
16.0 17.0 17.0
0.0 1.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
0.0 0.0 0.0
1.0 2.0 0.0
1.0 10.0 0.0
1.0 2.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
4.0 10.0 1.0
4.0 5.0 0.0
4.0 5.0 1.0
0.0 1.0 0.0
1.0 8.0 1.0
1.0 1.0 0.0
1.0 1.0 0.0
6.0 13.0 1.0
0.0 1.0 0.0
3.0 8.0 1.0
17.0 14.0 1.0
3.0 11.0 0.0
1.0 1.0 0.0
4.0 2.0 1.0
7.0 6.0 1.0
1.0 45.0 1.0
1.0 1.0 0.0
10.0 35.0 1.0
22.0 18.0 0.0
16.0 14.0 1.0
1.0 2.0 0.0
8.0 1.0 0.0
0.0 3.0 0.0
10.0 23.0 12.0
1.0 1.0 0.0
3.0 4.0 0.0
0.0 0.0 0.0
15.0 10.0 1.0
1.0 5.0 0.0
1.0 4.0 1.0
3.0 15.0 6.0
9.0 35.0 1.0
1.0 12.0 0.0
25.0 8.0 0.0
7.0 42.0 0.0
0.0 2.0 0.0
0.0 1.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
16.0 7.0 1.0
0.0 1.0 0.0
7.0 8.0 0.0
6.0 48.0 12.0
3.0 29.0 26.0
8.0 33.0 11.0
0.0 1.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
2.0 6.0 1.0
2.0 3.0 1.0
8.0 22.0 8.0
1.0 2.0 0.0
1.0 2.0 0.0
1.0 12.0 0.0
4.0 11.0 7.0
0.0 0.0 0.0
1.0 2.0 0.0
0.0 1.0 0.0
2.0 18.0 1.0
0.0 1.0 0.0
28.0 15.0 3.0
1.0 1.0 0.0
2.0 2.0 1.0
3.0 2.0 1.0
2.0 2.0 0.0
21.0 22.0 1.0
40.0 16.0 4.0
0.0 0.0 0.0
7.0 22.0 6.0
5.0 10.0 38.0
2.0 3.0 0.0
0.0 2.0 0.0
10.0 10.0 1.0
1.0 1.0 0.0
1.0 6.0 0.0
1.0 2.0 0.0
0.0 2.0 0.0
1.0 5.0 0.0
1.0 1.0 0.0
4.0 14.0 27.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 5.0 0.0
2.0 1.0 0.0
20.0 28.0 95.0
2.0 1.0 0.0
12.0 13.0 1.0
0.0 1.0 0.0
3.0 4.0 0.0
65.0 39.0 6.0
1.0 1.0 0.0
3.0 11.0 1.0
5.0 2.0 1.0
0.0 6.0 0.0
14.0 24.0 34.0
3.0 6.0 0.0
1.0 3.0 1.0
0.0 1.0 0.0
0.0 3.0 0.0
1.0 6.0 0.0
0.0 1.0 0.0
2.0 4.0 0.0
1.0 2.0 0.0
2.0 9.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
7.0 2.0 27.0
7.0 24.0 2.0
0.0 1.0 0.0
1.0 2.0 0.0
0.0 2.0 0.0
2.0 1.0 0.0
1.0 7.0 0.0
1.0 1.0 0.0
1.0 5.0 0.0
1.0 7.0 1.0
1.0 7.0 1.0
3.0 5.0 0.0
1.0 1.0 0.0
3.0 1.0 0.0
1.0 1.0 0.0
3.0 1.0 1.0
4.0 14.0 0.0
2.0 3.0 0.0
20.0 26.0 0.0
8.0 15.0 5.0
11.0 19.0 4.0
7.0 10.0 1.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
8.0 19.0 1.0
0.0 2.0 0.0
1.0 3.0 0.0
3.0 7.0 2.0
20.0 44.0 6.0
0.0 1.0 0.0
1.0 1.0 0.0
2.0 16.0 1.0
9.0 11.0 16.0
1.0 10.0 0.0
16.0 25.0 1.0
6.0 6.0 1.0
0.0 1.0 0.0
9.0 23.0 49.0
1.0 3.0 0.0
9.0 14.0 1.0
2.0 7.0 2.0
2.0 1.0 0.0
0.0 2.0 0.0
0.0 1.0 0.0
14.0 6.0 0.0
2.0 9.0 1.0
7.0 5.0 13.0
1.0 1.0 0.0
1.0 12.0 13.0
8.0 4.0 1.0
0.0 0.0 0.0
16.0 32.0 26.0
43.0 67.0 318.0
0.0 0.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
6.0 2.0 1.0
5.0 9.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
0.0 2.0 0.0
0.0 0.0 0.0
1.0 3.0 0.0
5.0 2.0 1.0
2.0 5.0 0.0
3.0 2.0 0.0
1.0 8.0 0.0
1.0 1.0 0.0
2.0 6.0 0.0
8.0 12.0 0.0
2.0 7.0 0.0
1.0 6.0 0.0
0.0 1.0 0.0
7.0 4.0 0.0
3.0 8.0 0.0
4.0 4.0 0.0
3.0 7.0 0.0
7.0 3.0 0.0
0.0 1.0 0.0
1.0 6.0 0.0
35.0 52.0 19.0
10.0 65.0 12.0
1.0 4.0 0.0
1.0 4.0 4.0
1.0 4.0 0.0
1.0 15.0 0.0
2.0 1.0 0.0
3.0 5.0 1.0
7.0 9.0 19.0
1.0 3.0 1.0
3.0 9.0 0.0
6.0 6.0 2.0
1.0 2.0 0.0
4.0 12.0 3.0
4.0 3.0 1.0
2.0 3.0 0.0
1.0 1.0 0.0
0.0 2.0 0.0
2.0 7.0 0.0
5.0 6.0 0.0
32.0 27.0 1.0
19.0 19.0 30.0
1.0 4.0 0.0
1.0 2.0 0.0
3.0 7.0 0.0
1.0 2.0 0.0
9.0 10.0 4.0
27.0 13.0 3.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 0.0 0.0
3.0 14.0 0.0
16.0 23.0 1.0
6.0 20.0 22.0
22.0 25.0 1.0
1.0 3.0 1.0
1.0 5.0 1.0
1.0 2.0 0.0
9.0 6.0 0.0
1.0 1.0 0.0
3.0 1.0 1.0
0.0 1.0 0.0
0.0 1.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
1.0 16.0 0.0
0.0 1.0 0.0
21.0 23.0 97.0
1.0 2.0 1.0
16.0 26.0 11.0
0.0 0.0 0.0
25.0 13.0 2.0
77.0 44.0 139.0
1.0 3.0 0.0
27.0 12.0 1.0
1.0 2.0 0.0
1.0 1.0 0.0
26.0 23.0 181.0
2.0 5.0 0.0
13.0 17.0 41.0
1.0 1.0 0.0
4.0 5.0 1.0
13.0 18.0 2.0
1.0 1.0 0.0
1.0 1.0 0.0
3.0 4.0 0.0
1.0 1.0 0.0
22.0 17.0 1.0
0.0 1.0 0.0
24.0 46.0 92.0
3.0 13.0 14.0
1.0 3.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
10.0 6.0 0.0
1.0 1.0 0.0
8.0 1.0 1.0
1.0 1.0 0.0
9.0 26.0 0.0
1.0 5.0 0.0
4.0 5.0 1.0
25.0 8.0 61.0
1.0 1.0 0.0
1.0 5.0 1.0
0.0 1.0 0.0
1.0 2.0 0.0
11.0 4.0 1.0
1.0 8.0 1.0
1.0 2.0 0.0
1.0 8.0 0.0
3.0 8.0 0.0
1.0 9.0 0.0
0.0 0.0 0.0
6.0 5.0 0.0
0.0 1.0 0.0
9.0 20.0 2.0
1.0 3.0 0.0
14.0 12.0 3.0
0.0 1.0 0.0
1.0 6.0 0.0
3.0 7.0 1.0
2.0 9.0 2.0
10.0 15.0 0.0
1.0 1.0 0.0
8.0 20.0 1.0
1.0 1.0 0.0
0.0 1.0 0.0
4.0 6.0 1.0
1.0 4.0 1.0
1.0 1.0 0.0
4.0 2.0 1.0
1.0 5.0 0.0
2.0 3.0 0.0
1.0 7.0 0.0
2.0 6.0 0.0
1.0 1.0 0.0
2.0 4.0 0.0
1.0 9.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
17.0 15.0 1.0
0.0 1.0 0.0
53.0 52.0 219.0
1.0 1.0 0.0
1.0 6.0 0.0
0.0 1.0 0.0
3.0 17.0 1.0
1.0 1.0 0.0
1.0 3.0 0.0
1.0 1.0 0.0
1.0 3.0 0.0
3.0 2.0 0.0
1.0 13.0 0.0
5.0 10.0 1.0
2.0 1.0 0.0
1.0 0.0 0.0
8.0 3.0 0.0
33.0 28.0 8.0
8.0 18.0 12.0
10.0 12.0 2.0
3.0 16.0 3.0
0.0 1.0 0.0
4.0 1.0 0.0
47.0 35.0 28.0
11.0 19.0 2.0
7.0 35.0 1.0
1.0 0.0 0.0
2.0 7.0 0.0
1.0 17.0 1.0
2.0 4.0 0.0
0.0 0.0 0.0
2.0 19.0 0.0
1.0 7.0 0.0
2.0 6.0 1.0
9.0 6.0 0.0
0.0 1.0 0.0
1.0 19.0 2.0
2.0 1.0 0.0
5.0 24.0 3.0
2.0 11.0 0.0
2.0 3.0 1.0
1.0 1.0 0.0
1.0 7.0 0.0
2.0 10.0 3.0
46.0 62.0 70.0
18.0 25.0 5.0
0.0 0.0 0.0
8.0 14.0 1.0
1.0 2.0 0.0
3.0 6.0 0.0
2.0 27.0 18.0
22.0 33.0 1.0
1.0 1.0 0.0
1.0 19.0 12.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 0.0 0.0
5.0 17.0 1.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 7.0 0.0
5.0 3.0 0.0
1.0 1.0 0.0
10.0 14.0 13.0
1.0 2.0 0.0
2.0 4.0 0.0
1.0 1.0 0.0
2.0 1.0 0.0
2.0 4.0 0.0
1.0 9.0 0.0
4.0 6.0 0.0
9.0 28.0 7.0
4.0 12.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
0.0 0.0 0.0
0.0 1.0 0.0
5.0 5.0 1.0
17.0 8.0 31.0
5.0 9.0 0.0
11.0 15.0 1.0
1.0 1.0 0.0
19.0 25.0 0.0
12.0 24.0 18.0
3.0 5.0 2.0
1.0 4.0 0.0
2.0 3.0 0.0
2.0 2.0 0.0
2.0 7.0 0.0
7.0 24.0 0.0
2.0 3.0 0.0
0.0 1.0 0.0
0.0 0.0 0.0
1.0 2.0 0.0
0.0 1.0 0.0
3.0 7.0 1.0
17.0 38.0 1.0
14.0 12.0 1.0
11.0 42.0 133.0
2.0 2.0 0.0
4.0 7.0 0.0
10.0 56.0 79.0
15.0 14.0 24.0
5.0 14.0 0.0
0.0 0.0 0.0
2.0 1.0 0.0
1.0 1.0 0.0
19.0 19.0 0.0
1.0 1.0 1.0
6.0 4.0 17.0
4.0 5.0 0.0
1.0 3.0 0.0
2.0 4.0 21.0
7.0 14.0 5.0
2.0 5.0 0.0
1.0 7.0 1.0
1.0 3.0 0.0
2.0 8.0 1.0
1.0 5.0 1.0
0.0 1.0 0.0
5.0 3.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
3.0 4.0 1.0
66.0 122.0 129.0
5.0 13.0 30.0
0.0 1.0 0.0
1.0 1.0 0.0
3.0 7.0 0.0
7.0 34.0 17.0
1.0 1.0 0.0
1.0 2.0 0.0
7.0 10.0 24.0
0.0 1.0 0.0
1.0 2.0 0.0
3.0 1.0 0.0
0.0 1.0 0.0
1.0 3.0 0.0
7.0 12.0 1.0
0.0 1.0 0.0
3.0 7.0 0.0
1.0 3.0 0.0
88.0 45.0 184.0
0.0 1.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
1.0 2.0 1.0
1.0 2.0 0.0
0.0 2.0 0.0
1.0 1.0 0.0
10.0 32.0 4.0
1.0 5.0 1.0
0.0 1.0 0.0
11.0 7.0 1.0
2.0 5.0 0.0
0.0 0.0 0.0
3.0 4.0 0.0
1.0 6.0 0.0
4.0 9.0 0.0
0.0 1.0 0.0
3.0 8.0 0.0
8.0 23.0 35.0
0.0 1.0 0.0
4.0 9.0 1.0
0.0 1.0 0.0
0.0 1.0 0.0
2.0 1.0 1.0
3.0 3.0 0.0
7.0 23.0 0.0
3.0 3.0 1.0
0.0 1.0 0.0
21.0 41.0 434.0
0.0 1.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
3.0 8.0 1.0
27.0 55.0 208.0
2.0 3.0 36.0
1.0 12.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
3.0 4.0 0.0
1.0 5.0 0.0
7.0 15.0 25.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
2.0 7.0 1.0
1.0 3.0 0.0
11.0 27.0 1.0
10.0 31.0 1.0
1.0 2.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
22.0 28.0 1.0
0.0 1.0 0.0
0.0 0.0 0.0
3.0 6.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 3.0 0.0
1.0 2.0 0.0
1.0 3.0 0.0
3.0 13.0 0.0
1.0 1.0 0.0
3.0 21.0 0.0
6.0 7.0 0.0
1.0 2.0 1.0
3.0 8.0 1.0
1.0 2.0 1.0
0.0 1.0 0.0
3.0 7.0 6.0
9.0 9.0 1.0
26.0 45.0 230.0
28.0 30.0 9.0
12.0 22.0 110.0
10.0 23.0 4.0
1.0 0.0 0.0
1.0 13.0 1.0
0.0 1.0 0.0
2.0 41.0 5.0
1.0 8.0 0.0
9.0 10.0 12.0
0.0 2.0 0.0
0.0 1.0 0.0
1.0 5.0 0.0
1.0 3.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
8.0 1.0 0.0
2.0 13.0 1.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
0.0 1.0 0.0
3.0 15.0 6.0
1.0 3.0 0.0
1.0 10.0 0.0
1.0 1.0 0.0
1.0 6.0 0.0
13.0 66.0 24.0
1.0 7.0 1.0
0.0 0.0 0.0
2.0 10.0 0.0
4.0 7.0 0.0
3.0 4.0 0.0
1.0 3.0 1.0
1.0 1.0 0.0
18.0 21.0 117.0
0.0 0.0 0.0
0.0 1.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
25.0 29.0 63.0
31.0 28.0 58.0
1.0 1.0 0.0
3.0 15.0 0.0
1.0 1.0 0.0
6.0 5.0 1.0
53.0 31.0 47.0
9.0 25.0 2.0
0.0 0.0 0.0
4.0 5.0 2.0
0.0 0.0 0.0
1.0 2.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
2.0 6.0 3.0
15.0 16.0 1.0
3.0 6.0 1.0
11.0 36.0 4.0
2.0 9.0 11.0
20.0 9.0 68.0
1.0 1.0 0.0
10.0 9.0 0.0
3.0 2.0 0.0
3.0 5.0 2.0
11.0 23.0 12.0
1.0 1.0 0.0
1.0 1.0 0.0
2.0 1.0 0.0
2.0 1.0 0.0
1.0 3.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 7.0 0.0
14.0 13.0 50.0
0.0 0.0 0.0
0.0 1.0 0.0
3.0 21.0 0.0
42.0 33.0 17.0
13.0 16.0 35.0
2.0 5.0 1.0
0.0 1.0 0.0
2.0 9.0 0.0
8.0 9.0 91.0
1.0 6.0 0.0
15.0 10.0 1.0
2.0 1.0 0.0
11.0 15.0 2.0
20.0 52.0 43.0
1.0 1.0 0.0
1.0 2.0 2.0
1.0 1.0 0.0
1.0 5.0 1.0
7.0 7.0 6.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 7.0 0.0
24.0 41.0 5.0
0.0 1.0 0.0
6.0 22.0 5.0
1.0 2.0 0.0
6.0 16.0 1.0
1.0 1.0 0.0
1.0 9.0 0.0
1.0 4.0 0.0
1.0 5.0 0.0
0.0 0.0 0.0
11.0 17.0 0.0
1.0 1.0 0.0
4.0 15.0 1.0
0.0 1.0 0.0
0.0 1.0 0.0
3.0 50.0 0.0
1.0 3.0 0.0
14.0 5.0 47.0
4.0 10.0 0.0
1.0 6.0 0.0
0.0 2.0 0.0
1.0 1.0 0.0
1.0 2.0 0.0
0.0 1.0 0.0
22.0 9.0 4.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 3.0 1.0
1.0 1.0 0.0
43.0 35.0 202.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 14.0 0.0
1.0 2.0 0.0
6.0 4.0 1.0
6.0 2.0 3.0
1.0 2.0 0.0
1.0 3.0 0.0
49.0 32.0 29.0
1.0 3.0 0.0
0.0 3.0 0.0
1.0 1.0 0.0
10.0 24.0 1.0
1.0 5.0 0.0
24.0 20.0 1.0
2.0 4.0 1.0
16.0 17.0 0.0
16.0 30.0 9.0
1.0 1.0 0.0
2.0 10.0 0.0
3.0 19.0 1.0
3.0 4.0 1.0
3.0 14.0 1.0
0.0 1.0 0.0
1.0 1.0 0.0
5.0 5.0 1.0
0.0 0.0 0.0
7.0 6.0 0.0
1.0 5.0 0.0
0.0 1.0 0.0
4.0 4.0 0.0
1.0 1.0 0.0
3.0 8.0 1.0
1.0 7.0 0.0
0.0 0.0 0.0
3.0 3.0 0.0
1.0 2.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
1.0 4.0 0.0
6.0 19.0 25.0
8.0 15.0 2.0
1.0 15.0 0.0
1.0 1.0 0.0
1.0 7.0 48.0
42.0 36.0 37.0
12.0 21.0 7.0
0.0 0.0 0.0
1.0 1.0 0.0
2.0 2.0 1.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
11.0 50.0 52.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
10.0 16.0 1.0
8.0 3.0 1.0
35.0 22.0 1.0
8.0 2.0 0.0
0.0 0.0 0.0
1.0 9.0 2.0
0.0 1.0 0.0
3.0 16.0 32.0
1.0 1.0 0.0
23.0 38.0 157.0
1.0 1.0 0.0
0.0 0.0 0.0
1.0 13.0 0.0
1.0 2.0 0.0
49.0 45.0 173.0
11.0 1.0 0.0
1.0 2.0 1.0
1.0 1.0 0.0
11.0 1.0 1.0
0.0 0.0 0.0
5.0 6.0 1.0
1.0 1.0 0.0
22.0 13.0 1.0
1.0 1.0 0.0
2.0 18.0 1.0
6.0 3.0 0.0
4.0 14.0 1.0
2.0 8.0 0.0
1.0 2.0 0.0
1.0 3.0 0.0
1.0 8.0 0.0
3.0 3.0 1.0
2.0 1.0 0.0
0.0 1.0 0.0
1.0 5.0 0.0
1.0 3.0 0.0
15.0 16.0 12.0
8.0 10.0 1.0
0.0 2.0 0.0
1.0 3.0 0.0
1.0 1.0 0.0
29.0 18.0 23.0
2.0 7.0 1.0
26.0 27.0 3.0
2.0 7.0 0.0
1.0 2.0 1.0
14.0 28.0 182.0
1.0 2.0 0.0
7.0 7.0 1.0
0.0 0.0 0.0
1.0 1.0 0.0
1.0 5.0 0.0
1.0 1.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
47.0 46.0 78.0
3.0 14.0 1.0
0.0 0.0 0.0
2.0 2.0 0.0
4.0 12.0 1.0
30.0 25.0 9.0
0.0 1.0 0.0
6.0 20.0 0.0
1.0 1.0 0.0
2.0 21.0 0.0
2.0 5.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 3.0 0.0
19.0 13.0 30.0
0.0 1.0 0.0
1.0 2.0 0.0
0.0 3.0 0.0
1.0 11.0 1.0
1.0 0.0 0.0
1.0 9.0 0.0
13.0 8.0 0.0
1.0 1.0 0.0
1.0 12.0 1.0
1.0 2.0 0.0
3.0 13.0 45.0
1.0 1.0 0.0
7.0 8.0 6.0
2.0 5.0 0.0
1.0 1.0 0.0
3.0 14.0 0.0
2.0 2.0 0.0
1.0 12.0 1.0
6.0 5.0 1.0
1.0 1.0 0.0
0.0 1.0 0.0
8.0 15.0 1.0
2.0 1.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
63.0 53.0 60.0
13.0 14.0 2.0
5.0 11.0 25.0
1.0 3.0 0.0
1.0 6.0 0.0
21.0 20.0 5.0
7.0 8.0 0.0
1.0 3.0 0.0
41.0 25.0 9.0
54.0 36.0 16.0
1.0 2.0 0.0
6.0 9.0 2.0
1.0 2.0 0.0
0.0 1.0 0.0
3.0 1.0 0.0
14.0 21.0 1.0
3.0 6.0 1.0
2.0 27.0 1.0
1.0 2.0 0.0
7.0 15.0 4.0
0.0 1.0 0.0
5.0 6.0 1.0
2.0 7.0 1.0
0.0 0.0 0.0
2.0 3.0 0.0
4.0 20.0 1.0
0.0 1.0 0.0
0.0 1.0 0.0
26.0 7.0 14.0
4.0 19.0 31.0
1.0 4.0 0.0
3.0 2.0 0.0
10.0 10.0 1.0
0.0 1.0 0.0
4.0 59.0 26.0
1.0 1.0 0.0
1.0 2.0 0.0
3.0 9.0 1.0
3.0 5.0 2.0
13.0 15.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
4.0 1.0 0.0
1.0 2.0 0.0
23.0 43.0 23.0
15.0 3.0 3.0
0.0 1.0 0.0
5.0 9.0 1.0
1.0 1.0 0.0
0.0 1.0 0.0
65.0 78.0 171.0
1.0 8.0 0.0
6.0 10.0 1.0
4.0 14.0 1.0
6.0 8.0 84.0
8.0 6.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
31.0 8.0 1.0
0.0 1.0 0.0
3.0 6.0 0.0
0.0 1.0 0.0
17.0 18.0 2.0
1.0 12.0 0.0
2.0 4.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
14.0 19.0 10.0
6.0 3.0 1.0
6.0 26.0 1.0
0.0 1.0 0.0
5.0 1.0 0.0
2.0 3.0 0.0
4.0 10.0 16.0
13.0 14.0 14.0
1.0 0.0 0.0
1.0 5.0 0.0
1.0 3.0 0.0
1.0 4.0 1.0
0.0 1.0 0.0
1.0 4.0 0.0
7.0 8.0 1.0
3.0 2.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
58.0 35.0 135.0
3.0 20.0 0.0
3.0 26.0 7.0
9.0 34.0 14.0
2.0 4.0 0.0
9.0 25.0 66.0
1.0 1.0 1.0
1.0 11.0 0.0
1.0 5.0 0.0
2.0 2.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
2.0 4.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
4.0 25.0 1.0
0.0 1.0 0.0
1.0 3.0 0.0
0.0 1.0 0.0
0.0 2.0 0.0
3.0 21.0 1.0
0.0 0.0 0.0
10.0 8.0 1.0
1.0 1.0 0.0
7.0 10.0 0.0
1.0 2.0 0.0
12.0 4.0 24.0
23.0 36.0 111.0
22.0 4.0 2.0
4.0 6.0 1.0
2.0 9.0 0.0
3.0 10.0 0.0
1.0 6.0 0.0
1.0 4.0 0.0
12.0 28.0 1.0
0.0 0.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
7.0 19.0 5.0
2.0 1.0 0.0
11.0 23.0 1.0
0.0 0.0 0.0
6.0 4.0 0.0
17.0 22.0 60.0
16.0 8.0 1.0
0.0 0.0 0.0
25.0 22.0 202.0
6.0 13.0 1.0
0.0 1.0 0.0
3.0 8.0 0.0
5.0 25.0 0.0
14.0 6.0 5.0
1.0 1.0 0.0
1.0 3.0 0.0
1.0 8.0 0.0
1.0 1.0 0.0
8.0 6.0 1.0
10.0 23.0 14.0
4.0 4.0 1.0
1.0 2.0 0.0
1.0 4.0 0.0
1.0 1.0 0.0
22.0 22.0 1.0
2.0 2.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
25.0 28.0 37.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
3.0 80.0 104.0
2.0 7.0 0.0
2.0 6.0 1.0
0.0 0.0 0.0
1.0 4.0 0.0
1.0 12.0 0.0
1.0 8.0 0.0
3.0 4.0 0.0
0.0 2.0 0.0
7.0 5.0 2.0
13.0 13.0 4.0
0.0 1.0 0.0
12.0 4.0 1.0
1.0 1.0 0.0
3.0 8.0 0.0
52.0 49.0 72.0
1.0 1.0 0.0
6.0 19.0 9.0
1.0 3.0 0.0
0.0 0.0 0.0
2.0 3.0 1.0
18.0 20.0 2.0
25.0 47.0 60.0
5.0 13.0 1.0
1.0 5.0 0.0
26.0 17.0 18.0
6.0 10.0 2.0
2.0 3.0 0.0
