Reciprocal In Out
1.0 2.0 0.0
4.0 7.0 2.0
1.0 2.0 4.0
11.0 14.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
2.0 4.0 0.0
4.0 16.0 1.0
2.0 14.0 0.0
7.0 12.0 1.0
3.0 8.0 5.0
1.0 3.0 0.0
0.0 1.0 0.0
0.0 2.0 0.0
1.0 1.0 0.0
1.0 4.0 0.0
0.0 1.0 0.0
1.0 7.0 1.0
1.0 10.0 0.0
3.0 25.0 8.0
2.0 2.0 1.0
8.0 15.0 1.0
1.0 1.0 0.0
6.0 20.0 1.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
23.0 13.0 2.0
1.0 6.0 0.0
45.0 59.0 32.0
1.0 33.0 7.0
5.0 5.0 2.0
1.0 2.0 1.0
9.0 15.0 3.0
7.0 39.0 7.0
0.0 1.0 0.0
1.0 1.0 0.0
6.0 18.0 14.0
41.0 65.0 211.0
9.0 23.0 9.0
1.0 1.0 0.0
2.0 12.0 1.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
0.0 0.0 0.0
1.0 4.0 1.0
14.0 1.0 2.0
1.0 1.0 0.0
1.0 1.0 0.0
10.0 11.0 95.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 10.0 0.0
5.0 14.0 0.0
1.0 2.0 0.0
6.0 8.0 2.0
4.0 2.0 0.0
7.0 23.0 9.0
6.0 8.0 0.0
3.0 8.0 0.0
1.0 4.0 0.0
13.0 49.0 2.0
0.0 1.0 0.0
3.0 8.0 0.0
1.0 3.0 0.0
1.0 1.0 0.0
10.0 17.0 1.0
1.0 5.0 1.0
1.0 14.0 1.0
1.0 15.0 0.0
1.0 2.0 0.0
2.0 1.0 0.0
1.0 5.0 0.0
17.0 26.0 230.0
1.0 1.0 0.0
1.0 3.0 0.0
8.0 7.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
2.0 7.0 0.0
0.0 0.0 0.0
1.0 3.0 0.0
0.0 2.0 2.0
10.0 6.0 0.0
1.0 4.0 0.0
1.0 4.0 0.0
0.0 2.0 0.0
9.0 3.0 0.0
11.0 18.0 16.0
1.0 5.0 0.0
1.0 1.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
31.0 18.0 47.0
1.0 1.0 0.0
4.0 10.0 0.0
12.0 28.0 7.0
0.0 1.0 0.0
2.0 9.0 1.0
14.0 42.0 9.0
1.0 4.0 0.0
6.0 15.0 4.0
4.0 5.0 0.0
1.0 2.0 0.0
0.0 1.0 0.0
1.0 3.0 0.0
1.0 1.0 0.0
1.0 3.0 0.0
40.0 29.0 23.0
2.0 17.0 0.0
9.0 7.0 5.0
12.0 12.0 1.0
0.0 0.0 0.0
1.0 5.0 0.0
1.0 1.0 0.0
3.0 8.0 1.0
1.0 1.0 0.0
9.0 7.0 14.0
1.0 2.0 0.0
24.0 15.0 8.0
1.0 1.0 0.0
1.0 5.0 0.0
9.0 8.0 3.0
8.0 38.0 1.0
1.0 7.0 0.0
6.0 8.0 1.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 1.0 1.0
9.0 27.0 2.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 8.0 1.0
1.0 1.0 0.0
3.0 13.0 0.0
3.0 13.0 4.0
2.0 3.0 0.0
0.0 1.0 0.0
17.0 12.0 0.0
1.0 8.0 1.0
14.0 1.0 0.0
3.0 5.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
1.0 2.0 0.0
4.0 8.0 0.0
1.0 3.0 0.0
1.0 2.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
2.0 31.0 1.0
9.0 20.0 27.0
5.0 15.0 31.0
0.0 1.0 0.0
2.0 21.0 26.0
22.0 64.0 14.0
4.0 14.0 9.0
2.0 1.0 0.0
20.0 37.0 25.0
1.0 4.0 0.0
1.0 1.0 0.0
3.0 10.0 44.0
1.0 7.0 1.0
3.0 3.0 1.0
2.0 17.0 7.0
1.0 1.0 0.0
0.0 5.0 0.0
2.0 1.0 0.0
35.0 43.0 32.0
1.0 2.0 0.0
1.0 1.0 0.0
1.0 2.0 0.0
2.0 2.0 0.0
1.0 7.0 0.0
1.0 4.0 0.0
1.0 1.0 0.0
1.0 7.0 0.0
3.0 12.0 11.0
9.0 3.0 0.0
17.0 12.0 1.0
79.0 80.0 577.0
2.0 3.0 0.0
2.0 19.0 4.0
0.0 1.0 0.0
0.0 1.0 0.0
7.0 6.0 0.0
0.0 0.0 0.0
2.0 2.0 0.0
0.0 2.0 0.0
3.0 10.0 3.0
0.0 0.0 0.0
24.0 9.0 8.0
8.0 9.0 4.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 2.0 0.0
1.0 2.0 0.0
2.0 3.0 52.0
0.0 0.0 0.0
0.0 0.0 0.0
50.0 98.0 334.0
1.0 1.0 0.0
0.0 1.0 0.0
21.0 44.0 71.0
2.0 6.0 0.0
42.0 51.0 89.0
36.0 76.0 219.0
1.0 1.0 0.0
0.0 0.0 0.0
15.0 29.0 154.0
0.0 1.0 0.0
1.0 2.0 0.0
6.0 9.0 10.0
0.0 0.0 0.0
6.0 6.0 1.0
1.0 4.0 1.0
2.0 3.0 0.0
2.0 6.0 0.0
2.0 5.0 1.0
1.0 4.0 0.0
4.0 5.0 0.0
2.0 9.0 0.0
2.0 1.0 0.0
2.0 8.0 0.0
1.0 3.0 0.0
0.0 4.0 1.0
5.0 1.0 0.0
4.0 10.0 1.0
2.0 1.0 0.0
1.0 1.0 0.0
8.0 16.0 1.0
7.0 12.0 0.0
4.0 5.0 0.0
2.0 3.0 0.0
2.0 5.0 0.0
3.0 6.0 1.0
1.0 2.0 0.0
0.0 2.0 0.0
3.0 4.0 0.0
5.0 3.0 0.0
0.0 0.0 0.0
6.0 12.0 1.0
1.0 2.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
5.0 4.0 0.0
0.0 0.0 0.0
0.0 1.0 0.0
2.0 12.0 1.0
1.0 10.0 0.0
1.0 1.0 0.0
5.0 4.0 1.0
1.0 2.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
9.0 24.0 2.0
1.0 8.0 2.0
1.0 4.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
2.0 13.0 10.0
1.0 1.0 0.0
5.0 1.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
7.0 10.0 0.0
1.0 1.0 0.0
1.0 4.0 0.0
1.0 0.0 0.0
2.0 12.0 0.0
4.0 29.0 1.0
5.0 11.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
3.0 1.0 0.0
39.0 37.0 73.0
8.0 17.0 49.0
13.0 11.0 1.0
1.0 12.0 1.0
3.0 3.0 0.0
2.0 6.0 1.0
10.0 15.0 4.0
1.0 1.0 0.0
18.0 29.0 52.0
3.0 4.0 0.0
0.0 1.0 0.0
0.0 1.0 0.0
0.0 1.0 0.0
2.0 1.0 0.0
1.0 1.0 0.0
14.0 67.0 14.0
17.0 22.0 1.0
1.0 1.0 0.0
6.0 10.0 0.0
2.0 1.0 1.0
18.0 11.0 6.0
1.0 1.0 0.0
2.0 1.0 0.0
4.0 1.0 1.0
1.0 2.0 1.0
2.0 8.0 0.0
6.0 1.0 2.0
1.0 1.0 0.0
1.0 2.0 0.0
2.0 9.0 0.0
14.0 2.0 3.0
2.0 2.0 0.0
29.0 19.0 2.0
1.0 1.0 0.0
1.0 7.0 1.0
1.0 8.0 6.0
1.0 1.0 0.0
2.0 5.0 0.0
0.0 1.0 0.0
1.0 3.0 0.0
0.0 0.0 0.0
1.0 4.0 0.0
2.0 3.0 0.0
8.0 20.0 1.0
1.0 4.0 0.0
3.0 2.0 0.0
1.0 6.0 0.0
0.0 1.0 0.0
8.0 6.0 14.0
4.0 2.0 0.0
1.0 2.0 0.0
6.0 21.0 0.0
1.0 7.0 0.0
6.0 21.0 0.0
1.0 1.0 0.0
1.0 5.0 0.0
1.0 2.0 0.0
2.0 2.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
3.0 7.0 0.0
11.0 26.0 28.0
1.0 6.0 1.0
12.0 3.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
2.0 1.0 0.0
17.0 38.0 69.0
2.0 16.0 4.0
1.0 1.0 0.0
1.0 2.0 0.0
1.0 4.0 0.0
21.0 21.0 21.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
15.0 33.0 24.0
2.0 5.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
6.0 10.0 0.0
1.0 13.0 1.0
0.0 0.0 0.0
1.0 5.0 0.0
2.0 1.0 0.0
30.0 29.0 11.0
2.0 5.0 1.0
14.0 8.0 0.0
19.0 26.0 196.0
1.0 8.0 0.0
25.0 43.0 134.0
8.0 34.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
3.0 16.0 43.0
1.0 1.0 0.0
0.0 1.0 0.0
0.0 1.0 0.0
2.0 1.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
6.0 9.0 1.0
19.0 4.0 1.0
1.0 5.0 0.0
3.0 25.0 31.0
1.0 3.0 0.0
3.0 9.0 10.0
1.0 5.0 0.0
4.0 12.0 1.0
10.0 37.0 0.0
1.0 4.0 0.0
2.0 1.0 0.0
1.0 2.0 0.0
0.0 0.0 0.0
2.0 3.0 0.0
1.0 3.0 1.0
2.0 1.0 0.0
19.0 22.0 2.0
24.0 18.0 1.0
1.0 10.0 0.0
1.0 3.0 0.0
0.0 0.0 0.0
2.0 9.0 10.0
26.0 53.0 61.0
1.0 1.0 0.0
12.0 24.0 1.0
1.0 2.0 1.0
1.0 11.0 0.0
15.0 15.0 0.0
25.0 42.0 0.0
0.0 1.0 0.0
4.0 10.0 3.0
4.0 2.0 0.0
1.0 4.0 0.0
1.0 7.0 0.0
0.0 0.0 0.0
4.0 5.0 2.0
0.0 1.0 0.0
40.0 8.0 92.0
2.0 1.0 0.0
68.0 91.0 418.0
1.0 1.0 0.0
1.0 6.0 1.0
1.0 3.0 3.0
17.0 32.0 4.0
0.0 0.0 0.0
1.0 7.0 1.0
0.0 0.0 0.0
1.0 2.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
8.0 25.0 1.0
2.0 1.0 0.0
81.0 88.0 281.0
1.0 1.0 0.0
0.0 1.0 0.0
9.0 19.0 11.0
1.0 2.0 1.0
3.0 6.0 0.0
5.0 14.0 0.0
4.0 9.0 0.0
1.0 4.0 0.0
0.0 2.0 0.0
10.0 40.0 1.0
4.0 7.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
2.0 2.0 0.0
24.0 15.0 9.0
0.0 1.0 0.0
21.0 49.0 21.0
0.0 1.0 0.0
1.0 24.0 3.0
0.0 4.0 0.0
1.0 5.0 2.0
12.0 20.0 2.0
13.0 7.0 1.0
5.0 8.0 1.0
0.0 1.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
2.0 16.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
2.0 3.0 0.0
0.0 2.0 0.0
19.0 58.0 44.0
18.0 29.0 2.0
1.0 1.0 0.0
3.0 11.0 1.0
25.0 25.0 37.0
11.0 47.0 7.0
7.0 18.0 4.0
69.0 33.0 414.0
11.0 13.0 3.0
2.0 3.0 0.0
10.0 3.0 10.0
18.0 5.0 1.0
1.0 11.0 8.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 5.0 0.0
33.0 38.0 10.0
0.0 1.0 0.0
15.0 10.0 1.0
0.0 7.0 0.0
2.0 15.0 23.0
1.0 2.0 0.0
19.0 56.0 297.0
1.0 1.0 0.0
1.0 1.0 0.0
3.0 4.0 3.0
0.0 2.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
9.0 7.0 4.0
2.0 12.0 6.0
1.0 6.0 0.0
0.0 1.0 0.0
5.0 7.0 1.0
11.0 13.0 1.0
0.0 0.0 0.0
1.0 18.0 1.0
4.0 16.0 12.0
1.0 1.0 0.0
6.0 11.0 0.0
3.0 2.0 1.0
6.0 4.0 3.0
1.0 2.0 0.0
4.0 8.0 1.0
1.0 5.0 1.0
90.0 63.0 160.0
2.0 2.0 0.0
2.0 5.0 1.0
0.0 5.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
3.0 46.0 1.0
1.0 4.0 0.0
4.0 16.0 0.0
1.0 1.0 0.0
3.0 1.0 0.0
1.0 4.0 0.0
5.0 18.0 1.0
14.0 37.0 195.0
2.0 12.0 0.0
0.0 1.0 0.0
24.0 20.0 6.0
1.0 8.0 0.0
3.0 6.0 0.0
8.0 22.0 1.0
1.0 4.0 0.0
0.0 0.0 0.0
2.0 1.0 0.0
4.0 2.0 0.0
7.0 14.0 2.0
4.0 16.0 0.0
5.0 30.0 30.0
4.0 12.0 9.0
1.0 1.0 0.0
29.0 33.0 54.0
8.0 26.0 24.0
0.0 1.0 0.0
15.0 10.0 1.0
1.0 1.0 0.0
43.0 62.0 98.0
32.0 14.0 4.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
29.0 18.0 43.0
5.0 7.0 2.0
1.0 1.0 0.0
33.0 15.0 26.0
3.0 5.0 0.0
7.0 18.0 24.0
5.0 8.0 1.0
1.0 1.0 0.0
1.0 3.0 0.0
1.0 6.0 0.0
0.0 0.0 0.0
0.0 1.0 0.0
16.0 23.0 20.0
1.0 3.0 0.0
7.0 8.0 1.0
0.0 1.0 0.0
0.0 1.0 0.0
1.0 6.0 1.0
0.0 0.0 0.0
6.0 38.0 1.0
3.0 16.0 0.0
1.0 1.0 0.0
74.0 76.0 200.0
0.0 1.0 0.0
1.0 6.0 0.0
2.0 3.0 0.0
0.0 0.0 0.0
3.0 3.0 0.0
27.0 41.0 111.0
3.0 4.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 6.0 24.0
13.0 19.0 6.0
1.0 1.0 0.0
6.0 6.0 1.0
1.0 6.0 0.0
3.0 2.0 0.0
0.0 2.0 0.0
12.0 27.0 1.0
40.0 24.0 29.0
1.0 2.0 0.0
8.0 2.0 2.0
1.0 3.0 0.0
9.0 19.0 1.0
4.0 6.0 0.0
1.0 2.0 0.0
0.0 1.0 0.0
1.0 3.0 0.0
0.0 1.0 0.0
1.0 2.0 0.0
14.0 21.0 116.0
1.0 1.0 0.0
4.0 1.0 0.0
13.0 11.0 19.0
1.0 6.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
8.0 33.0 13.0
1.0 1.0 0.0
4.0 2.0 0.0
2.0 1.0 0.0
2.0 1.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
7.0 28.0 2.0
1.0 5.0 0.0
14.0 33.0 1.0
1.0 3.0 0.0
1.0 9.0 0.0
0.0 1.0 0.0
5.0 4.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
12.0 16.0 37.0
5.0 12.0 1.0
4.0 5.0 1.0
0.0 2.0 0.0
1.0 5.0 0.0
1.0 4.0 0.0
0.0 1.0 0.0
1.0 15.0 1.0
0.0 6.0 0.0
1.0 1.0 0.0
6.0 8.0 0.0
4.0 7.0 1.0
0.0 1.0 0.0
8.0 24.0 89.0
0.0 1.0 0.0
1.0 10.0 0.0
1.0 1.0 0.0
5.0 6.0 2.0
2.0 3.0 1.0
0.0 0.0 0.0
20.0 13.0 3.0
5.0 1.0 0.0
9.0 7.0 1.0
4.0 8.0 1.0
6.0 1.0 0.0
21.0 17.0 3.0
1.0 2.0 0.0
0.0 4.0 0.0
0.0 1.0 0.0
1.0 2.0 0.0
1.0 2.0 0.0
1.0 1.0 1.0
2.0 4.0 0.0
2.0 2.0 1.0
23.0 4.0 0.0
22.0 10.0 4.0
5.0 6.0 1.0
5.0 10.0 1.0
1.0 1.0 1.0
0.0 1.0 0.0
0.0 1.0 0.0
3.0 3.0 0.0
2.0 1.0 0.0
1.0 3.0 0.0
1.0 2.0 0.0
1.0 3.0 0.0
14.0 17.0 5.0
7.0 16.0 0.0
1.0 1.0 0.0
1.0 3.0 0.0
57.0 43.0 3.0
3.0 6.0 1.0
0.0 1.0 0.0
1.0 5.0 0.0
4.0 26.0 14.0
1.0 1.0 0.0
1.0 1.0 0.0
2.0 20.0 0.0
46.0 55.0 333.0
1.0 4.0 0.0
3.0 1.0 0.0
5.0 8.0 0.0
5.0 4.0 1.0
11.0 12.0 1.0
17.0 23.0 0.0
3.0 11.0 0.0
27.0 43.0 79.0
1.0 2.0 0.0
2.0 12.0 0.0
16.0 7.0 1.0
9.0 55.0 4.0
1.0 1.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
22.0 47.0 51.0
1.0 5.0 3.0
0.0 1.0 0.0
1.0 4.0 0.0
1.0 1.0 0.0
1.0 4.0 0.0
1.0 3.0 0.0
14.0 46.0 37.0
16.0 9.0 8.0
2.0 1.0 0.0
17.0 31.0 96.0
2.0 16.0 0.0
22.0 43.0 31.0
6.0 9.0 0.0
2.0 9.0 2.0
1.0 6.0 0.0
1.0 1.0 0.0
16.0 7.0 12.0
10.0 4.0 1.0
0.0 0.0 0.0
3.0 3.0 1.0
0.0 0.0 0.0
24.0 38.0 42.0
8.0 32.0 25.0
0.0 0.0 0.0
1.0 1.0 0.0
5.0 11.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
0.0 2.0 0.0
0.0 1.0 0.0
5.0 34.0 30.0
1.0 5.0 0.0
4.0 19.0 1.0
3.0 1.0 1.0
1.0 1.0 0.0
1.0 1.0 0.0
3.0 28.0 0.0
6.0 2.0 2.0
1.0 1.0 0.0
3.0 16.0 0.0
15.0 9.0 1.0
0.0 3.0 0.0
1.0 18.0 0.0
4.0 24.0 10.0
1.0 1.0 0.0
1.0 6.0 0.0
6.0 6.0 2.0
0.0 2.0 0.0
5.0 5.0 1.0
17.0 22.0 3.0
0.0 0.0 0.0
4.0 8.0 0.0
1.0 1.0 0.0
2.0 13.0 1.0
2.0 2.0 0.0
0.0 1.0 0.0
4.0 32.0 3.0
1.0 5.0 0.0
2.0 1.0 0.0
9.0 33.0 5.0
6.0 8.0 0.0
4.0 2.0 0.0
4.0 5.0 1.0
7.0 4.0 0.0
1.0 2.0 1.0
1.0 1.0 0.0
14.0 14.0 1.0
1.0 1.0 0.0
25.0 23.0 1.0
1.0 4.0 1.0
1.0 1.0 0.0
0.0 2.0 0.0
1.0 4.0 0.0
1.0 5.0 1.0
2.0 2.0 0.0
6.0 8.0 1.0
1.0 1.0 0.0
2.0 2.0 1.0
4.0 4.0 1.0
0.0 1.0 0.0
1.0 1.0 0.0
1.0 2.0 1.0
4.0 5.0 1.0
1.0 11.0 0.0
2.0 5.0 3.0
0.0 0.0 0.0
3.0 28.0 0.0
1.0 6.0 0.0
3.0 2.0 0.0
5.0 8.0 0.0
5.0 18.0 21.0
11.0 44.0 2.0
0.0 1.0 0.0
3.0 8.0 0.0
26.0 70.0 20.0
21.0 35.0 50.0
6.0 6.0 0.0
1.0 5.0 8.0
0.0 0.0 0.0
6.0 16.0 16.0
1.0 2.0 0.0
1.0 1.0 0.0
1.0 1.0 0.0
8.0 4.0 1.0
16.0 14.0 0.0
1.0 15.0 1.0
9.0 21.0 11.0
1.0 10.0 0.0
1.0 1.0 1.0
1.0 4.0 0.0
7.0 34.0 5.0
9.0 26.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 2.0 0.0
22.0 26.0 4.0
10.0 1.0 2.0
2.0 5.0 5.0
2.0 6.0 0.0
29.0 43.0 127.0
1.0 1.0 0.0
83.0 88.0 278.0
0.0 1.0 0.0
81.0 71.0 322.0
1.0 7.0 0.0
2.0 3.0 0.0
4.0 8.0 0.0
1.0 1.0 0.0
41.0 44.0 57.0
1.0 1.0 0.0
1.0 1.0 0.0
3.0 16.0 0.0
0.0 0.0 0.0
1.0 7.0 0.0
3.0 1.0 0.0
11.0 19.0 0.0
1.0 4.0 0.0
1.0 6.0 1.0
2.0 1.0 1.0
17.0 4.0 2.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
23.0 28.0 5.0
0.0 0.0 0.0
1.0 3.0 1.0
0.0 1.0 0.0
1.0 4.0 0.0
15.0 10.0 1.0
1.0 1.0 0.0
1.0 1.0 0.0
6.0 13.0 51.0
0.0 1.0 1.0
11.0 10.0 2.0
73.0 95.0 347.0
1.0 1.0 0.0
11.0 13.0 17.0
10.0 7.0 1.0
1.0 16.0 4.0
1.0 2.0 0.0
1.0 5.0 0.0
5.0 41.0 5.0
2.0 7.0 0.0
16.0 31.0 7.0
4.0 3.0 0.0
1.0 5.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 4.0 0.0
10.0 11.0 1.0
2.0 7.0 8.0
1.0 1.0 0.0
1.0 3.0 8.0
1.0 1.0 0.0
24.0 32.0 12.0
8.0 25.0 1.0
32.0 46.0 98.0
1.0 2.0 0.0
1.0 1.0 0.0
8.0 6.0 0.0
9.0 4.0 0.0
3.0 3.0 7.0
1.0 1.0 0.0
1.0 7.0 4.0
2.0 33.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
12.0 4.0 6.0
0.0 1.0 0.0
1.0 2.0 0.0
35.0 43.0 141.0
22.0 45.0 40.0
1.0 3.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
31.0 9.0 1.0
43.0 32.0 242.0
16.0 14.0 3.0
1.0 11.0 23.0
31.0 52.0 72.0
3.0 12.0 2.0
2.0 4.0 0.0
0.0 1.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
1.0 7.0 0.0
0.0 0.0 0.0
1.0 6.0 0.0
1.0 1.0 2.0
1.0 8.0 0.0
1.0 1.0 0.0
13.0 29.0 7.0
10.0 5.0 0.0
2.0 27.0 1.0
1.0 4.0 0.0
0.0 1.0 1.0
0.0 1.0 0.0
42.0 32.0 6.0
1.0 2.0 0.0
7.0 15.0 1.0
0.0 1.0 0.0
6.0 5.0 0.0
0.0 0.0 0.0
1.0 6.0 0.0
2.0 2.0 0.0
1.0 2.0 0.0
4.0 3.0 1.0
16.0 13.0 3.0
6.0 6.0 1.0
7.0 7.0 0.0
1.0 1.0 0.0
1.0 9.0 1.0
1.0 1.0 0.0
3.0 13.0 5.0
4.0 9.0 8.0
2.0 3.0 0.0
1.0 1.0 0.0
12.0 22.0 48.0
1.0 2.0 0.0
2.0 7.0 0.0
1.0 4.0 0.0
2.0 2.0 0.0
3.0 3.0 1.0
1.0 1.0 0.0
1.0 6.0 0.0
0.0 0.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
4.0 11.0 1.0
0.0 1.0 0.0
1.0 2.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
1.0 5.0 0.0
1.0 2.0 0.0
9.0 66.0 184.0
1.0 1.0 0.0
1.0 1.0 0.0
17.0 15.0 4.0
0.0 1.0 0.0
6.0 24.0 1.0
2.0 11.0 0.0
0.0 1.0 0.0
3.0 1.0 1.0
1.0 1.0 0.0
2.0 9.0 2.0
11.0 8.0 2.0
2.0 1.0 0.0
1.0 3.0 0.0
13.0 7.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
3.0 7.0 0.0
4.0 8.0 6.0
17.0 37.0 97.0
60.0 38.0 210.0
11.0 24.0 14.0
0.0 0.0 0.0
27.0 26.0 8.0
3.0 1.0 0.0
6.0 10.0 1.0
0.0 1.0 0.0
1.0 11.0 0.0
0.0 0.0 0.0
5.0 13.0 8.0
1.0 1.0 0.0
1.0 4.0 1.0
2.0 3.0 0.0
0.0 2.0 0.0
1.0 1.0 0.0
0.0 1.0 0.0
31.0 30.0 114.0
2.0 1.0 0.0
2.0 1.0 0.0
2.0 5.0 0.0
3.0 2.0 0.0
3.0 2.0 0.0
13.0 6.0 15.0
6.0 9.0 0.0
6.0 3.0 20.0
1.0 2.0 0.0
0.0 1.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
2.0 13.0 0.0
23.0 46.0 15.0
1.0 3.0 0.0
0.0 1.0 0.0
0.0 5.0 0.0
0.0 1.0 0.0
0.0 2.0 0.0
31.0 23.0 4.0
1.0 1.0 0.0
1.0 1.0 0.0
2.0 1.0 0.0
3.0 6.0 0.0
1.0 2.0 1.0
0.0 2.0 0.0
1.0 0.0 0.0
17.0 24.0 1.0
1.0 10.0 1.0
0.0 2.0 0.0
1.0 3.0 0.0
13.0 7.0 10.0
11.0 19.0 2.0
7.0 4.0 1.0
3.0 2.0 0.0
2.0 3.0 0.0
5.0 3.0 1.0
0.0 0.0 0.0
4.0 10.0 0.0
1.0 0.0 0.0
1.0 8.0 0.0
1.0 3.0 0.0
4.0 3.0 1.0
1.0 1.0 0.0
0.0 1.0 0.0
11.0 4.0 2.0
4.0 24.0 26.0
0.0 1.0 0.0
11.0 17.0 1.0
4.0 6.0 36.0
32.0 5.0 1.0
1.0 1.0 0.0
4.0 10.0 1.0
14.0 19.0 10.0
58.0 54.0 96.0
0.0 1.0 0.0
0.0 1.0 0.0
1.0 6.0 0.0
28.0 12.0 9.0
18.0 18.0 8.0
1.0 2.0 1.0
3.0 7.0 1.0
1.0 4.0 0.0
3.0 39.0 5.0
1.0 1.0 0.0
1.0 5.0 0.0
2.0 3.0 0.0
15.0 30.0 41.0
9.0 8.0 1.0
3.0 1.0 0.0
1.0 1.0 0.0
3.0 1.0 1.0
7.0 10.0 0.0
22.0 48.0 11.0
1.0 1.0 0.0
0.0 3.0 0.0
1.0 1.0 0.0
33.0 54.0 72.0
1.0 0.0 0.0
1.0 3.0 0.0
3.0 4.0 1.0
1.0 6.0 0.0
0.0 1.0 0.0
16.0 27.0 4.0
6.0 5.0 0.0
6.0 5.0 1.0
4.0 21.0 0.0
53.0 26.0 35.0
0.0 0.0 0.0
7.0 1.0 0.0
0.0 0.0 0.0
0.0 1.0 0.0
2.0 7.0 0.0
19.0 12.0 9.0
1.0 8.0 1.0
0.0 2.0 0.0
22.0 6.0 1.0
3.0 3.0 1.0
1.0 1.0 0.0
0.0 1.0 0.0
0.0 1.0 0.0
1.0 2.0 0.0
6.0 6.0 0.0
2.0 6.0 0.0
0.0 0.0 0.0
1.0 2.0 0.0
1.0 3.0 0.0
1.0 6.0 0.0
10.0 21.0 1.0
14.0 28.0 101.0
0.0 0.0 0.0
2.0 4.0 1.0
5.0 5.0 1.0
1.0 3.0 0.0
7.0 13.0 5.0
17.0 34.0 8.0
1.0 1.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
2.0 5.0 0.0
11.0 9.0 0.0
0.0 1.0 0.0
14.0 19.0 78.0
1.0 5.0 0.0
1.0 21.0 0.0
24.0 20.0 59.0
1.0 1.0 0.0
3.0 6.0 0.0
7.0 4.0 0.0
0.0 0.0 0.0
4.0 8.0 0.0
9.0 18.0 13.0
2.0 2.0 0.0
3.0 4.0 1.0
1.0 2.0 0.0
4.0 5.0 0.0
3.0 2.0 0.0
2.0 2.0 0.0
7.0 12.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 5.0 1.0
9.0 7.0 1.0
1.0 7.0 1.0
2.0 1.0 0.0
19.0 44.0 19.0
1.0 2.0 0.0
20.0 22.0 5.0
1.0 1.0 0.0
2.0 8.0 1.0
0.0 2.0 0.0
3.0 4.0 0.0
16.0 4.0 0.0
10.0 11.0 31.0
12.0 24.0 3.0
2.0 2.0 0.0
12.0 24.0 8.0
1.0 8.0 0.0
33.0 42.0 61.0
1.0 2.0 0.0
0.0 1.0 0.0
2.0 2.0 1.0
1.0 1.0 0.0
3.0 4.0 15.0
11.0 37.0 150.0
